record_date,day_of_week,is_weekend,shop_id,store_name,category,daily_revenue_inr,transaction_count,store_footfall,sales_per_sqft,conversion_rate
09/29/25,Monday,FALSE,1047,Croma,Electronics,4872845,96,420,406.07,0.228571429
09/30/25,Tuesday,FALSE,1047,Croma,Electronics,4806380,65,379,400.53,0.171503958
10/01/25,Wednesday,FALSE,1047,Croma,Electronics,1808148,162,887,150.68,0.182638106
10/02/25,Thursday,FALSE,1047,Croma,Electronics,8537199,206,1191,711.43,0.172963896
10/03/25,Friday,FALSE,1047,Croma,Electronics,2033249,93,419,169.44,0.221957041
10/04/25,Saturday,TRUE,1047,Croma,Electronics,8941515,325,1699,745.13,0.191288994
10/05/25,Sunday,TRUE,1047,Croma,Electronics,6104047,194,1076,508.67,0.180297398
10/06/25,Monday,FALSE,1047,Croma,Electronics,3924152,120,564,327.01,0.212765957
10/07/25,Tuesday,FALSE,1047,Croma,Electronics,3993599,120,655,332.8,0.183206107
10/08/25,Wednesday,FALSE,1047,Croma,Electronics,3094596,91,529,257.88,0.172022684
10/09/25,Thursday,FALSE,1047,Croma,Electronics,3984055,170,888,332,0.191441441
10/10/25,Friday,FALSE,1047,Croma,Electronics,1968679,51,273,164.06,0.186813187
10/11/25,Saturday,TRUE,1047,Croma,Electronics,7065655,144,844,588.8,0.170616114
10/12/25,Sunday,TRUE,1047,Croma,Electronics,4656872,95,465,388.07,0.204301075
01/06/25,Monday,FALSE,5031,Reliance Digital,Electronics,4024719,115,543,268.31,0.211786372
01/07/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,3244085,167,833,216.27,0.200480192
01/08/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,3176962,183,849,211.8,0.215547703
01/09/25,Thursday,FALSE,5031,Reliance Digital,Electronics,4091905,232,1068,272.79,0.217228464
01/10/25,Friday,FALSE,5031,Reliance Digital,Electronics,4896113,98,453,326.41,0.216335541
01/11/25,Saturday,TRUE,5031,Reliance Digital,Electronics,7116052,388,2146,474.4,0.180801491
01/12/25,Sunday,TRUE,5031,Reliance Digital,Electronics,8160821,284,1414,544.05,0.200848656
01/13/25,Monday,FALSE,5031,Reliance Digital,Electronics,5691138,102,463,379.41,0.220302376
01/14/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,2129756,80,351,141.98,0.227920228
01/15/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,2874504,202,943,191.63,0.214209968
01/16/25,Thursday,FALSE,5031,Reliance Digital,Electronics,5814534,63,306,387.64,0.205882353
01/17/25,Friday,FALSE,5031,Reliance Digital,Electronics,5106119,81,367,340.41,0.220708447
01/18/25,Saturday,TRUE,5031,Reliance Digital,Electronics,8935538,198,773,595.7,0.25614489
01/19/25,Sunday,TRUE,5031,Reliance Digital,Electronics,8434226,123,477,562.28,0.257861635
01/20/25,Monday,FALSE,5031,Reliance Digital,Electronics,5046234,73,300,336.42,0.243333333
01/21/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,5370231,78,341,358.02,0.228739003
01/22/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,5372052,95,438,358.14,0.216894977
01/23/25,Thursday,FALSE,5031,Reliance Digital,Electronics,3453096,151,839,230.21,0.179976162
01/24/25,Friday,FALSE,5031,Reliance Digital,Electronics,2527189,173,753,168.48,0.229747676
01/25/25,Saturday,TRUE,5031,Reliance Digital,Electronics,5754466,356,1734,383.63,0.205305652
01/26/25,Sunday,TRUE,5031,Reliance Digital,Electronics,11543236,334,1691,769.55,0.197516263
01/27/25,Monday,FALSE,5031,Reliance Digital,Electronics,3110706,132,676,207.38,0.195266272
01/28/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,2988454,186,903,199.23,0.205980066
01/29/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,2650171,117,611,176.68,0.191489362
01/30/25,Thursday,FALSE,5031,Reliance Digital,Electronics,2218948,125,685,147.93,0.182481752
01/31/25,Friday,FALSE,5031,Reliance Digital,Electronics,2129059,84,436,141.94,0.19266055
02/01/25,Saturday,TRUE,5031,Reliance Digital,Electronics,7858142,185,736,523.88,0.251358696
02/02/25,Sunday,TRUE,5031,Reliance Digital,Electronics,9338120,179,911,622.54,0.196487377
02/03/25,Monday,FALSE,5031,Reliance Digital,Electronics,2730189,250,1370,182.01,0.182481752
02/04/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,3613635,88,392,240.91,0.224489796
02/05/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,3629558,72,391,241.97,0.184143223
02/06/25,Thursday,FALSE,5031,Reliance Digital,Electronics,3295904,149,746,219.73,0.199731903
02/07/25,Friday,FALSE,5031,Reliance Digital,Electronics,4047137,161,704,269.81,0.228693182
02/08/25,Saturday,TRUE,5031,Reliance Digital,Electronics,11118375,188,820,741.23,0.229268293
02/09/25,Sunday,TRUE,5031,Reliance Digital,Electronics,11296110,411,2206,753.07,0.186310063
02/10/25,Monday,FALSE,5031,Reliance Digital,Electronics,2765059,168,948,184.34,0.17721519
02/11/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,3409434,150,853,227.3,0.175849941
02/12/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,4347101,123,532,289.81,0.231203008
02/13/25,Thursday,FALSE,5031,Reliance Digital,Electronics,4037766,235,1338,269.18,0.175635277
02/14/25,Friday,FALSE,5031,Reliance Digital,Electronics,5088236,218,984,339.22,0.221544715
02/15/25,Saturday,TRUE,5031,Reliance Digital,Electronics,5441004,277,1107,362.73,0.250225836
02/16/25,Sunday,TRUE,5031,Reliance Digital,Electronics,10028811,367,1536,668.59,0.238932292
02/17/25,Monday,FALSE,5031,Reliance Digital,Electronics,5864560,108,573,390.97,0.188481675
02/18/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,3777111,144,624,251.81,0.230769231
02/19/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,5258209,234,1032,350.55,0.226744186
02/20/25,Thursday,FALSE,5031,Reliance Digital,Electronics,2324844,239,1195,154.99,0.2
02/21/25,Friday,FALSE,5031,Reliance Digital,Electronics,2065756,85,465,137.72,0.182795699
02/22/25,Saturday,TRUE,5031,Reliance Digital,Electronics,9251843,373,1893,616.79,0.197041733
02/23/25,Sunday,TRUE,5031,Reliance Digital,Electronics,7057709,309,1595,470.51,0.193730408
02/24/25,Monday,FALSE,5031,Reliance Digital,Electronics,1893096,185,819,126.21,0.225885226
02/25/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,3706581,101,427,247.11,0.236533958
02/26/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,1879997,201,955,125.33,0.210471204
02/27/25,Thursday,FALSE,5031,Reliance Digital,Electronics,4309599,220,1033,287.31,0.212971926
02/28/25,Friday,FALSE,5031,Reliance Digital,Electronics,4163358,153,684,277.56,0.223684211
03/01/25,Saturday,TRUE,5031,Reliance Digital,Electronics,8389435,320,1432,559.3,0.223463687
03/02/25,Sunday,TRUE,5031,Reliance Digital,Electronics,3459817,182,868,230.65,0.209677419
03/03/25,Monday,FALSE,5031,Reliance Digital,Electronics,5554420,130,636,370.29,0.204402516
03/04/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,5719911,167,720,381.33,0.231944444
03/05/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,1922623,159,657,128.17,0.242009132
03/06/25,Thursday,FALSE,5031,Reliance Digital,Electronics,4526994,63,257,301.8,0.245136187
03/07/25,Friday,FALSE,5031,Reliance Digital,Electronics,2717606,222,1110,181.17,0.2
03/08/25,Saturday,TRUE,5031,Reliance Digital,Electronics,6812159,187,818,454.14,0.228606357
03/09/25,Sunday,TRUE,5031,Reliance Digital,Electronics,11828493,284,1367,788.57,0.207754206
03/10/25,Monday,FALSE,5031,Reliance Digital,Electronics,5657923,126,573,377.19,0.219895288
03/11/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,3692773,197,1076,246.18,0.183085502
03/12/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,3784992,123,632,252.33,0.194620253
03/13/25,Thursday,FALSE,5031,Reliance Digital,Electronics,2744072,120,686,182.94,0.174927114
03/14/25,Friday,FALSE,5031,Reliance Digital,Electronics,19438273,390,2201,1295.88,0.177192185
03/15/25,Saturday,TRUE,5031,Reliance Digital,Electronics,11129210,111,610,741.95,0.181967213
03/16/25,Sunday,TRUE,5031,Reliance Digital,Electronics,6914939,195,939,461,0.207667732
03/17/25,Monday,FALSE,5031,Reliance Digital,Electronics,2353759,207,1154,156.92,0.179376083
03/18/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,3673637,165,748,244.91,0.220588235
03/19/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,4150141,122,674,276.68,0.181008902
03/20/25,Thursday,FALSE,5031,Reliance Digital,Electronics,4566541,234,1267,304.44,0.18468824
03/21/25,Friday,FALSE,5031,Reliance Digital,Electronics,3969964,240,1375,264.66,0.174545455
03/22/25,Saturday,TRUE,5031,Reliance Digital,Electronics,8817468,341,1491,587.83,0.228705567
03/23/25,Sunday,TRUE,5031,Reliance Digital,Electronics,9920365,193,936,661.36,0.206196581
03/24/25,Monday,FALSE,5031,Reliance Digital,Electronics,5177809,91,362,345.19,0.251381215
03/25/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,4025192,186,952,268.35,0.195378151
03/26/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,3033400,176,900,202.23,0.195555556
03/27/25,Thursday,FALSE,5031,Reliance Digital,Electronics,2993107,150,665,199.54,0.22556391
03/28/25,Friday,FALSE,5031,Reliance Digital,Electronics,3585428,124,558,239.03,0.222222222
03/29/25,Saturday,TRUE,5031,Reliance Digital,Electronics,3543049,282,1501,236.2,0.18787475
03/30/25,Sunday,TRUE,5031,Reliance Digital,Electronics,5021668,238,1249,334.78,0.190552442
03/31/25,Monday,FALSE,5031,Reliance Digital,Electronics,2511220,180,870,167.41,0.206896552
04/01/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,3968880,201,1088,264.59,0.184742647
04/02/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,2265840,196,807,151.06,0.242874845
04/03/25,Thursday,FALSE,5031,Reliance Digital,Electronics,3767344,107,510,251.16,0.209803922
04/04/25,Friday,FALSE,5031,Reliance Digital,Electronics,5983479,100,476,398.9,0.210084034
04/05/25,Saturday,TRUE,5031,Reliance Digital,Electronics,9356750,266,1162,623.78,0.228915663
04/06/25,Sunday,TRUE,5031,Reliance Digital,Electronics,6946847,214,1011,463.12,0.211671612
04/07/25,Monday,FALSE,5031,Reliance Digital,Electronics,2362322,240,1132,157.49,0.212014134
04/08/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,3195726,228,1017,213.05,0.224188791
04/09/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,4193037,130,551,279.54,0.235934664
04/10/25,Thursday,FALSE,5031,Reliance Digital,Electronics,5980397,187,962,398.69,0.194386694
04/11/25,Friday,FALSE,5031,Reliance Digital,Electronics,2594382,238,1280,172.96,0.1859375
04/12/25,Saturday,TRUE,5031,Reliance Digital,Electronics,10341946,270,1504,689.46,0.179521277
04/13/25,Sunday,TRUE,5031,Reliance Digital,Electronics,8927930,325,1680,595.2,0.193452381
04/14/25,Monday,FALSE,5031,Reliance Digital,Electronics,4069134,96,435,271.28,0.220689655
04/15/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,3422627,179,841,228.18,0.212841855
04/16/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,2889653,86,393,192.64,0.218829517
04/17/25,Thursday,FALSE,5031,Reliance Digital,Electronics,5063346,218,951,337.56,0.229232387
04/18/25,Friday,FALSE,5031,Reliance Digital,Electronics,15726103,181,837,1048.41,0.216248507
04/19/25,Saturday,TRUE,5031,Reliance Digital,Electronics,6160212,291,1456,410.68,0.199862637
04/20/25,Sunday,TRUE,5031,Reliance Digital,Electronics,5674229,141,631,378.28,0.223454834
04/21/25,Monday,FALSE,5031,Reliance Digital,Electronics,3066566,221,1064,204.44,0.207706767
04/22/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,1908631,173,922,127.24,0.187635575
04/23/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,2632869,153,792,175.52,0.193181818
04/24/25,Thursday,FALSE,5031,Reliance Digital,Electronics,3907006,154,856,260.47,0.179906542
04/25/25,Friday,FALSE,5031,Reliance Digital,Electronics,4157581,107,506,277.17,0.211462451
04/26/25,Saturday,TRUE,5031,Reliance Digital,Electronics,5019504,348,1508,334.63,0.230769231
04/27/25,Sunday,TRUE,5031,Reliance Digital,Electronics,6872176,382,1757,458.15,0.21741605
04/28/25,Monday,FALSE,5031,Reliance Digital,Electronics,5832377,90,447,388.83,0.201342282
04/29/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,4092859,74,327,272.86,0.226299694
04/30/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,3917259,197,793,261.15,0.248423707
05/01/25,Thursday,FALSE,5031,Reliance Digital,Electronics,2207972,77,361,147.2,0.213296399
05/02/25,Friday,FALSE,5031,Reliance Digital,Electronics,4533318,128,575,302.22,0.222608696
05/03/25,Saturday,TRUE,5031,Reliance Digital,Electronics,8916380,410,2284,594.43,0.179509632
05/04/25,Sunday,TRUE,5031,Reliance Digital,Electronics,5549975,386,1697,370,0.227460224
05/05/25,Monday,FALSE,5031,Reliance Digital,Electronics,1922911,90,355,128.19,0.253521127
05/06/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,5068577,119,509,337.91,0.233791749
05/07/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,4348641,133,658,289.91,0.20212766
05/08/25,Thursday,FALSE,5031,Reliance Digital,Electronics,2967189,62,320,197.81,0.19375
05/09/25,Friday,FALSE,5031,Reliance Digital,Electronics,5179284,65,328,345.29,0.198170732
05/10/25,Saturday,TRUE,5031,Reliance Digital,Electronics,9918436,156,811,661.23,0.192355117
05/11/25,Sunday,TRUE,5031,Reliance Digital,Electronics,4453565,331,1515,296.9,0.218481848
05/12/25,Monday,FALSE,5031,Reliance Digital,Electronics,3643873,211,1047,242.92,0.201528176
05/13/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,5859271,151,859,390.62,0.175785797
05/14/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,2352661,76,421,156.84,0.180522565
05/15/25,Thursday,FALSE,5031,Reliance Digital,Electronics,4961549,166,853,330.77,0.194607268
05/16/25,Friday,FALSE,5031,Reliance Digital,Electronics,5579532,129,664,371.97,0.194277108
05/17/25,Saturday,TRUE,5031,Reliance Digital,Electronics,4111833,367,1993,274.12,0.184144506
05/18/25,Sunday,TRUE,5031,Reliance Digital,Electronics,6124093,289,1623,408.27,0.178065311
05/19/25,Monday,FALSE,5031,Reliance Digital,Electronics,4896503,193,1091,326.43,0.176901925
05/20/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,2394964,107,433,159.66,0.247113164
05/21/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,5282029,169,964,352.14,0.175311203
05/22/25,Thursday,FALSE,5031,Reliance Digital,Electronics,3400955,197,1084,226.73,0.181734317
05/23/25,Friday,FALSE,5031,Reliance Digital,Electronics,3286184,134,647,219.08,0.207109737
05/24/25,Saturday,TRUE,5031,Reliance Digital,Electronics,9263103,320,1363,617.54,0.234776229
05/25/25,Sunday,TRUE,5031,Reliance Digital,Electronics,9833080,208,1101,655.54,0.188919164
05/26/25,Monday,FALSE,5031,Reliance Digital,Electronics,4591570,212,1002,306.1,0.211576846
05/27/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,3832902,211,1033,255.53,0.204259439
05/28/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,1954241,202,1025,130.28,0.197073171
05/29/25,Thursday,FALSE,5031,Reliance Digital,Electronics,5748784,70,347,383.25,0.201729107
05/30/25,Friday,FALSE,5031,Reliance Digital,Electronics,2515609,93,364,167.71,0.255494505
05/31/25,Saturday,TRUE,5031,Reliance Digital,Electronics,10537609,149,710,702.51,0.209859155
06/01/25,Sunday,TRUE,5031,Reliance Digital,Electronics,12414552,237,1190,827.64,0.199159664
06/02/25,Monday,FALSE,5031,Reliance Digital,Electronics,2395672,120,574,159.71,0.209059233
06/03/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,3249757,236,1059,216.65,0.222851747
06/04/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,4025465,117,470,268.36,0.24893617
06/05/25,Thursday,FALSE,5031,Reliance Digital,Electronics,4599756,213,1001,306.65,0.212787213
06/06/25,Friday,FALSE,5031,Reliance Digital,Electronics,2657316,250,1042,177.15,0.239923225
06/07/25,Saturday,TRUE,5031,Reliance Digital,Electronics,6547855,295,1252,436.52,0.235623003
06/08/25,Sunday,TRUE,5031,Reliance Digital,Electronics,6512863,234,1298,434.19,0.18027735
06/09/25,Monday,FALSE,5031,Reliance Digital,Electronics,5832323,202,928,388.82,0.217672414
06/10/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,4425957,123,577,295.06,0.213171577
06/11/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,4842528,244,1287,322.84,0.18958819
06/12/25,Thursday,FALSE,5031,Reliance Digital,Electronics,1877163,88,495,125.14,0.177777778
06/13/25,Friday,FALSE,5031,Reliance Digital,Electronics,3443693,89,430,229.58,0.206976744
06/14/25,Saturday,TRUE,5031,Reliance Digital,Electronics,5823336,171,810,388.22,0.211111111
06/15/25,Sunday,TRUE,5031,Reliance Digital,Electronics,8428630,252,1351,561.91,0.186528497
06/16/25,Monday,FALSE,5031,Reliance Digital,Electronics,5713851,165,658,380.92,0.250759878
06/17/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,2698033,149,684,179.87,0.217836257
06/18/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,5787874,167,831,385.86,0.200962696
06/19/25,Thursday,FALSE,5031,Reliance Digital,Electronics,2749137,156,715,183.28,0.218181818
06/20/25,Friday,FALSE,5031,Reliance Digital,Electronics,5638534,249,957,375.9,0.260188088
06/21/25,Saturday,TRUE,5031,Reliance Digital,Electronics,9943772,431,2053,662.92,0.209936678
06/22/25,Sunday,TRUE,5031,Reliance Digital,Electronics,10032598,397,1778,668.84,0.223284589
06/23/25,Monday,FALSE,5031,Reliance Digital,Electronics,4515845,97,424,301.06,0.228773585
06/24/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,1848616,91,414,123.24,0.219806763
06/25/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,4925356,171,716,328.36,0.238826816
06/26/25,Thursday,FALSE,5031,Reliance Digital,Electronics,3263416,115,447,217.56,0.257270694
06/27/25,Friday,FALSE,5031,Reliance Digital,Electronics,4675338,61,348,311.69,0.175287356
06/28/25,Saturday,TRUE,5031,Reliance Digital,Electronics,4416332,111,559,294.42,0.198568873
06/29/25,Sunday,TRUE,5031,Reliance Digital,Electronics,5359351,328,1708,357.29,0.192037471
06/30/25,Monday,FALSE,5031,Reliance Digital,Electronics,2254596,164,875,150.31,0.187428571
07/01/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,3470565,172,729,231.37,0.235939643
07/02/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,4076280,73,312,271.75,0.233974359
07/03/25,Thursday,FALSE,5031,Reliance Digital,Electronics,2642039,149,715,176.14,0.208391608
07/04/25,Friday,FALSE,5031,Reliance Digital,Electronics,5694752,171,884,379.65,0.193438914
07/05/25,Saturday,TRUE,5031,Reliance Digital,Electronics,11684907,364,2067,778.99,0.176100629
07/06/25,Sunday,TRUE,5031,Reliance Digital,Electronics,4600074,341,1651,306.67,0.20654149
07/07/25,Monday,FALSE,5031,Reliance Digital,Electronics,5310271,152,758,354.02,0.200527704
07/08/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,4221296,161,846,281.42,0.190307329
07/09/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,5395079,103,442,359.67,0.233031674
07/10/25,Thursday,FALSE,5031,Reliance Digital,Electronics,2307684,249,1104,153.85,0.225543478
07/11/25,Friday,FALSE,5031,Reliance Digital,Electronics,2636594,180,1005,175.77,0.179104478
07/12/25,Saturday,TRUE,5031,Reliance Digital,Electronics,7782150,268,1338,518.81,0.200298954
07/13/25,Sunday,TRUE,5031,Reliance Digital,Electronics,3662489,462,2535,244.17,0.182248521
07/14/25,Monday,FALSE,5031,Reliance Digital,Electronics,5451113,148,657,363.41,0.225266362
07/15/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,1959337,217,1240,130.62,0.175
07/16/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,2593757,123,561,172.92,0.219251337
07/17/25,Thursday,FALSE,5031,Reliance Digital,Electronics,5079431,138,547,338.63,0.252285192
07/18/25,Friday,FALSE,5031,Reliance Digital,Electronics,2704312,96,381,180.29,0.251968504
07/19/25,Saturday,TRUE,5031,Reliance Digital,Electronics,5986084,311,1297,399.07,0.239784117
07/20/25,Sunday,TRUE,5031,Reliance Digital,Electronics,6896039,243,1300,459.74,0.186923077
07/21/25,Monday,FALSE,5031,Reliance Digital,Electronics,4008504,84,355,267.23,0.236619718
07/22/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,3681370,242,1190,245.42,0.203361345
07/23/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,2835389,218,900,189.03,0.242222222
07/24/25,Thursday,FALSE,5031,Reliance Digital,Electronics,5461285,140,634,364.09,0.220820189
07/25/25,Friday,FALSE,5031,Reliance Digital,Electronics,5423990,156,647,361.6,0.241112828
07/26/25,Saturday,TRUE,5031,Reliance Digital,Electronics,5044334,315,1229,336.29,0.25630594
07/27/25,Sunday,TRUE,5031,Reliance Digital,Electronics,9192321,242,985,612.82,0.245685279
07/28/25,Monday,FALSE,5031,Reliance Digital,Electronics,4905366,122,579,327.02,0.210708117
07/29/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,1827632,144,633,121.84,0.227488152
07/30/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,5118526,107,441,341.24,0.242630385
07/31/25,Thursday,FALSE,5031,Reliance Digital,Electronics,4960254,235,1234,330.68,0.190437601
08/01/25,Friday,FALSE,5031,Reliance Digital,Electronics,3071579,213,1066,204.77,0.199812383
08/02/25,Saturday,TRUE,5031,Reliance Digital,Electronics,5513698,340,1772,367.58,0.191873589
08/03/25,Sunday,TRUE,5031,Reliance Digital,Electronics,9100133,401,1713,606.68,0.234092236
08/04/25,Monday,FALSE,5031,Reliance Digital,Electronics,4673983,137,675,311.6,0.202962963
08/05/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,3605645,182,907,240.38,0.200661521
08/06/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,2856062,106,494,190.4,0.214574899
08/07/25,Thursday,FALSE,5031,Reliance Digital,Electronics,3943813,233,1095,262.92,0.212785388
08/08/25,Friday,FALSE,5031,Reliance Digital,Electronics,2771822,192,810,184.79,0.237037037
08/09/25,Saturday,TRUE,5031,Reliance Digital,Electronics,7894194,329,1376,526.28,0.239098837
08/10/25,Sunday,TRUE,5031,Reliance Digital,Electronics,9954387,206,997,663.63,0.20661986
08/11/25,Monday,FALSE,5031,Reliance Digital,Electronics,3835510,138,565,255.7,0.244247788
08/12/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,5937022,168,676,395.8,0.24852071
08/13/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,1855250,208,1060,123.68,0.196226415
08/14/25,Thursday,FALSE,5031,Reliance Digital,Electronics,4228374,205,1148,281.89,0.178571429
08/15/25,Friday,FALSE,5031,Reliance Digital,Electronics,6828265,410,1582,455.22,0.259165613
08/16/25,Saturday,TRUE,5031,Reliance Digital,Electronics,9293288,440,2423,619.55,0.181593066
08/17/25,Sunday,TRUE,5031,Reliance Digital,Electronics,10921505,146,568,728.1,0.257042254
08/18/25,Monday,FALSE,5031,Reliance Digital,Electronics,2125102,63,331,141.67,0.190332326
08/19/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,5836347,75,354,389.09,0.211864407
08/20/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,4943217,154,839,329.55,0.183551847
08/21/25,Thursday,FALSE,5031,Reliance Digital,Electronics,4749806,121,521,316.65,0.232245681
08/22/25,Friday,FALSE,5031,Reliance Digital,Electronics,3852282,91,511,256.82,0.178082192
08/23/25,Saturday,TRUE,5031,Reliance Digital,Electronics,11825323,392,1757,788.35,0.22310757
08/24/25,Sunday,TRUE,5031,Reliance Digital,Electronics,3896667,123,509,259.78,0.241650295
08/25/25,Monday,FALSE,5031,Reliance Digital,Electronics,4924097,134,630,328.27,0.212698413
08/26/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,4838339,146,586,322.56,0.249146758
08/27/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,4351964,102,517,290.13,0.19729207
08/28/25,Thursday,FALSE,5031,Reliance Digital,Electronics,2019632,81,427,134.64,0.18969555
08/29/25,Friday,FALSE,5031,Reliance Digital,Electronics,2178033,217,1046,145.2,0.207456979
08/30/25,Saturday,TRUE,5031,Reliance Digital,Electronics,11011420,102,507,734.09,0.201183432
08/31/25,Sunday,TRUE,5031,Reliance Digital,Electronics,6990256,127,498,466.02,0.25502008
09/01/25,Monday,FALSE,5031,Reliance Digital,Electronics,5372448,223,871,358.16,0.256027555
09/02/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,4871264,137,609,324.75,0.224958949
09/03/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,3716470,229,979,247.76,0.233912155
09/04/25,Thursday,FALSE,5031,Reliance Digital,Electronics,2320100,162,918,154.67,0.176470588
09/05/25,Friday,FALSE,5031,Reliance Digital,Electronics,5357267,111,435,357.15,0.255172414
09/06/25,Saturday,TRUE,5031,Reliance Digital,Electronics,3395215,139,699,226.35,0.198855508
09/07/25,Sunday,TRUE,5031,Reliance Digital,Electronics,8501993,114,548,566.8,0.208029197
09/08/25,Monday,FALSE,5031,Reliance Digital,Electronics,4283147,196,856,285.54,0.228971963
09/09/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,3687241,144,575,245.82,0.250434783
09/10/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,3056192,89,379,203.75,0.234828496
09/11/25,Thursday,FALSE,5031,Reliance Digital,Electronics,3423391,94,429,228.23,0.219114219
09/12/25,Friday,FALSE,5031,Reliance Digital,Electronics,4765013,135,746,317.67,0.180965147
09/13/25,Saturday,TRUE,5031,Reliance Digital,Electronics,10011875,263,1415,667.46,0.185865724
09/14/25,Sunday,TRUE,5031,Reliance Digital,Electronics,8747006,148,735,583.13,0.201360544
09/15/25,Monday,FALSE,5031,Reliance Digital,Electronics,2095872,246,997,139.72,0.246740221
09/16/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,3947722,186,869,263.18,0.214039125
09/17/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,4950208,179,928,330.01,0.192887931
09/18/25,Thursday,FALSE,5031,Reliance Digital,Electronics,2421385,77,431,161.43,0.178654292
09/19/25,Friday,FALSE,5031,Reliance Digital,Electronics,5826653,209,841,388.44,0.248513674
09/20/25,Saturday,TRUE,5031,Reliance Digital,Electronics,4924165,363,1921,328.28,0.188964081
09/21/25,Sunday,TRUE,5031,Reliance Digital,Electronics,4400115,259,1350,293.34,0.191851852
09/22/25,Monday,FALSE,5031,Reliance Digital,Electronics,5680613,96,456,378.71,0.210526316
09/23/25,Tuesday,FALSE,5031,Reliance Digital,Electronics,4732129,86,340,315.48,0.252941176
09/24/25,Wednesday,FALSE,5031,Reliance Digital,Electronics,2928431,191,1098,195.23,0.173952641
09/25/25,Thursday,FALSE,5031,Reliance Digital,Electronics,5960383,239,1342,397.36,0.178092399
09/26/25,Friday,FALSE,5031,Reliance Digital,Electronics,2579183,81,443,171.95,0.182844244
